,user,topics,cnt
2182,billquiseng,80,891
2183,billquiseng,81,4
2184,billquiseng,82,8
2185,billquiseng,83,7
2186,billquiseng,85,95
2187,billquiseng,86,4
2188,billquiseng,87,2
2189,billquiseng,89,5
2190,billquiseng,90,15
2191,billquiseng,92,9
2192,billquiseng,94,23
2193,billquiseng,95,24
2194,billquiseng,96,6
2195,billquiseng,97,9
2196,billquiseng,98,39
2197,billquiseng,99,9
2198,blazing_science,25,1
2199,blazing_science,50,38
2200,blazing_science,58,5
2201,blazing_science,91,10
2202,bob_richards,1,7
2203,bob_richards,3,12
2204,bob_richards,4,2
2205,bob_richards,5,1
2206,bob_richards,8,2
2207,bob_richards,9,2
2208,bob_richards,12,5
2209,bob_richards,13,2
2210,bob_richards,17,3
2211,bob_richards,23,1
2212,bob_richards,25,5
2213,bob_richards,26,2
2214,bob_richards,27,1
2215,bob_richards,28,1
2216,bob_richards,34,1
2217,bob_richards,39,2
2218,bob_richards,44,4
2219,bob_richards,49,3
2220,bob_richards,55,1
2221,bob_richards,57,3
2222,bob_richards,59,1
2223,bob_richards,63,2
2224,bob_richards,64,4
2225,bob_richards,66,12
2226,bob_richards,69,2
2227,bob_richards,72,6
2228,bob_richards,73,3
2229,bob_richards,75,2
2230,bob_richards,77,20
2231,bob_richards,79,10
2232,bob_richards,81,1
2233,bob_richards,83,1
2234,bob_richards,84,4
2235,bob_richards,85,12
2236,bob_richards,87,1
2237,bob_richards,90,6
2238,bob_richards,91,1
2239,bob_richards,93,3
2240,bob_richards,94,1
2241,bob_richards,95,1
2242,bob_richards,96,1
2243,bob_richards,97,1
2244,bobfurniss,1,5
2245,bobfurniss,3,4
2246,bobfurniss,4,18
2247,bobfurniss,5,1
2248,bobfurniss,7,19
2249,bobfurniss,8,10
2250,bobfurniss,9,7
2251,bobfurniss,10,1
2252,bobfurniss,12,9
2253,bobfurniss,13,6
2254,bobfurniss,16,12
2255,bobfurniss,17,2
2256,bobfurniss,22,1
2257,bobfurniss,24,7
2258,bobfurniss,25,31
2259,bobfurniss,26,2
2260,bobfurniss,27,4
2261,bobfurniss,28,3
2262,bobfurniss,31,9
2263,bobfurniss,32,2
2264,bobfurniss,33,1
2265,bobfurniss,34,16
2266,bobfurniss,38,4
2267,bobfurniss,41,4
2268,bobfurniss,43,1
2269,bobfurniss,44,1
2270,bobfurniss,45,6
2271,bobfurniss,47,1
2272,bobfurniss,48,4
2273,bobfurniss,49,16
2274,bobfurniss,51,3
2275,bobfurniss,55,5
2276,bobfurniss,57,2
2277,bobfurniss,58,2
2278,bobfurniss,59,2
2279,bobfurniss,60,9
2280,bobfurniss,61,4
2281,bobfurniss,63,4
2282,bobfurniss,66,21
2283,bobfurniss,67,5
2284,bobfurniss,68,1
2285,bobfurniss,69,12
2286,bobfurniss,72,5
2287,bobfurniss,74,6
2288,bobfurniss,75,2
2289,bobfurniss,77,8
2290,bobfurniss,80,17
2291,bobfurniss,81,1
2292,bobfurniss,82,1
2293,bobfurniss,83,10
2294,bobfurniss,84,3
2295,bobfurniss,85,10
2296,bobfurniss,86,11
2297,bobfurniss,87,2
2298,bobfurniss,90,25
2299,bobfurniss,92,2
2300,bobfurniss,94,1
2301,bobfurniss,95,15
2302,bobfurniss,96,1
2303,bobfurniss,97,2
2304,bobfurniss,98,4
2305,bobfurniss,99,1
2306,bookofthefuture,0,8
2307,bookofthefuture,1,176
2308,bookofthefuture,3,56
2309,bookofthefuture,4,126
2310,bookofthefuture,5,30
2311,bookofthefuture,7,26
2312,bookofthefuture,8,39
2313,bookofthefuture,9,12
2314,bookofthefuture,10,15
2315,bookofthefuture,11,2
2316,bookofthefuture,12,33
2317,bookofthefuture,13,351
2318,bookofthefuture,14,4
2319,bookofthefuture,16,46
2320,bookofthefuture,17,28
2321,bookofthefuture,18,10
2322,bookofthefuture,19,2
2323,bookofthefuture,20,1
2324,bookofthefuture,22,43
2325,bookofthefuture,24,9
2326,bookofthefuture,25,151
2327,bookofthefuture,26,26
2328,bookofthefuture,27,6
2329,bookofthefuture,28,373
2330,bookofthefuture,29,24
2331,bookofthefuture,30,13
2332,bookofthefuture,31,34
2333,bookofthefuture,32,67
2334,bookofthefuture,33,5
2335,bookofthefuture,34,21
2336,bookofthefuture,36,16
2337,bookofthefuture,37,10
2338,bookofthefuture,38,72
2339,bookofthefuture,40,2
2340,bookofthefuture,41,54
2341,bookofthefuture,42,4
2342,bookofthefuture,43,10
2343,bookofthefuture,44,17
2344,bookofthefuture,45,305
2345,bookofthefuture,46,1
2346,bookofthefuture,47,10
2347,bookofthefuture,48,3
2348,bookofthefuture,49,346
2349,bookofthefuture,51,4
2350,bookofthefuture,52,5
2351,bookofthefuture,54,1
2352,bookofthefuture,55,59
2353,bookofthefuture,56,3
2354,bookofthefuture,57,32
2355,bookofthefuture,58,10
2356,bookofthefuture,59,229
2357,bookofthefuture,60,18
2358,bookofthefuture,61,9
2359,bookofthefuture,62,1
2360,bookofthefuture,63,55
2361,bookofthefuture,64,2
2362,bookofthefuture,65,127
2363,bookofthefuture,66,138
2364,bookofthefuture,67,113
2365,bookofthefuture,68,12
2366,bookofthefuture,69,326
2367,bookofthefuture,70,1
2368,bookofthefuture,71,11
2369,bookofthefuture,72,106
2370,bookofthefuture,73,2
2371,bookofthefuture,74,36
2372,bookofthefuture,75,65
2373,bookofthefuture,76,15
2374,bookofthefuture,77,100
2375,bookofthefuture,78,6
2376,bookofthefuture,79,19
2377,bookofthefuture,80,7
2378,bookofthefuture,81,16
2379,bookofthefuture,82,99
2380,bookofthefuture,83,28
2381,bookofthefuture,84,48
2382,bookofthefuture,85,192
2383,bookofthefuture,86,115
2384,bookofthefuture,87,202
2385,bookofthefuture,88,9
2386,bookofthefuture,89,97
2387,bookofthefuture,90,241
2388,bookofthefuture,91,10
2389,bookofthefuture,92,6
2390,bookofthefuture,93,81
2391,bookofthefuture,94,17
2392,bookofthefuture,95,8
2393,bookofthefuture,96,13
2394,bookofthefuture,97,159
2395,bookofthefuture,98,29
2396,bookofthefuture,99,3
2397,bradcleveland,1,2
2398,bradcleveland,7,3
2399,bradcleveland,10,3
2400,bradcleveland,17,1
2401,bradcleveland,24,5
2402,bradcleveland,26,2
2403,bradcleveland,31,10
2404,bradcleveland,36,1
2405,bradcleveland,37,2
2406,bradcleveland,45,28
2407,bradcleveland,49,1
2408,bradcleveland,51,2
2409,bradcleveland,57,2
2410,bradcleveland,59,1
2411,bradcleveland,63,4
2412,bradcleveland,66,4
2413,bradcleveland,72,1
2414,bradcleveland,74,15
2415,bradcleveland,75,1
2416,bradcleveland,77,5
2417,bradcleveland,80,40
2418,bradcleveland,82,3
2419,bradcleveland,85,7
2420,bradcleveland,89,5
2421,bradcleveland,94,2
2422,bradcleveland,95,3
2423,bradcleveland,96,1
2424,bradcleveland,97,1
2425,bradtem,0,1
2426,bradtem,1,3
2427,bradtem,3,4
2428,bradtem,4,12
2429,bradtem,5,22
2430,bradtem,7,1
2431,bradtem,10,2
2432,bradtem,11,1
2433,bradtem,12,5
2434,bradtem,13,2
2435,bradtem,16,1
2436,bradtem,17,3
2437,bradtem,18,3
2438,bradtem,19,1
2439,bradtem,22,11
2440,bradtem,24,2
2441,bradtem,25,4
2442,bradtem,27,1
2443,bradtem,28,2
2444,bradtem,29,1
2445,bradtem,30,23
2446,bradtem,32,12
2447,bradtem,36,6
2448,bradtem,37,4
2449,bradtem,38,27
2450,bradtem,40,1
2451,bradtem,41,9
2452,bradtem,44,4
2453,bradtem,47,4
2454,bradtem,49,5
2455,bradtem,52,4
2456,bradtem,55,3
2457,bradtem,57,2
2458,bradtem,59,1
2459,bradtem,60,9
2460,bradtem,61,1
2461,bradtem,62,2
2462,bradtem,65,104
2463,bradtem,67,15
2464,bradtem,69,8
2465,bradtem,71,32
2466,bradtem,72,3
2467,bradtem,74,3
2468,bradtem,75,7
2469,bradtem,76,1
2470,bradtem,77,2
2471,bradtem,78,3
2472,bradtem,80,1
2473,bradtem,81,9
2474,bradtem,82,2
2475,bradtem,83,19
2476,bradtem,84,4
2477,bradtem,85,2
2478,bradtem,86,7
2479,bradtem,87,23
2480,bradtem,88,1
2481,bradtem,89,1
2482,bradtem,90,13
2483,bradtem,93,32
2484,bradtem,94,1
2485,bradtem,95,1
2486,bradtem,97,3
2487,bradtem,98,6
2488,brendacooper,0,2
2489,brendacooper,1,2
2490,brendacooper,3,2
2491,brendacooper,4,1
2492,brendacooper,13,3
2493,brendacooper,16,1
2494,brendacooper,26,1
2495,brendacooper,28,3
2496,brendacooper,34,1
2497,brendacooper,45,3
2498,brendacooper,49,1
2499,brendacooper,57,1
2500,brendacooper,59,5
2501,brendacooper,60,2
2502,brendacooper,63,2
2503,brendacooper,66,1
2504,brendacooper,67,2
2505,brendacooper,69,5
2506,brendacooper,72,1
2507,brendacooper,77,1
2508,brendacooper,84,1
2509,brendacooper,85,1
2510,brendacooper,86,3
2511,brendacooper,90,3
2512,brettking,0,77
2513,brettking,1,159
2514,brettking,2,3
2515,brettking,3,12
2516,brettking,4,74
2517,brettking,5,279
2518,brettking,7,5
2519,brettking,8,11
2520,brettking,9,1
2521,brettking,10,49
2522,brettking,11,2
2523,brettking,12,49
2524,brettking,13,246
2525,brettking,14,3
2526,brettking,15,1
2527,brettking,16,20
2528,brettking,17,100
2529,brettking,18,12
2530,brettking,19,33
2531,brettking,20,23
2532,brettking,21,2
2533,brettking,22,29
2534,brettking,23,52
2535,brettking,24,1
2536,brettking,25,37
2537,brettking,26,38
2538,brettking,27,18
2539,brettking,28,138
2540,brettking,29,3
2541,brettking,30,8
2542,brettking,31,4
2543,brettking,32,17
2544,brettking,33,54
2545,brettking,34,4
2546,brettking,36,26
2547,brettking,37,16
2548,brettking,38,35
2549,brettking,39,36
2550,brettking,40,21
2551,brettking,41,59
2552,brettking,42,6
2553,brettking,43,2
2554,brettking,44,67
2555,brettking,45,172
2556,brettking,47,19
2557,brettking,48,10
2558,brettking,49,41
2559,brettking,52,43
2560,brettking,53,3
2561,brettking,54,24
2562,brettking,55,19
2563,brettking,56,12
2564,brettking,57,237
2565,brettking,58,11
2566,brettking,59,197
2567,brettking,60,193
2568,brettking,61,68
2569,brettking,62,10
2570,brettking,63,28
2571,brettking,64,100
2572,brettking,65,24
2573,brettking,66,55
2574,brettking,67,149
2575,brettking,68,12
2576,brettking,69,194
2577,brettking,70,6
2578,brettking,71,5
2579,brettking,72,89
2580,brettking,73,13
2581,brettking,74,35
2582,brettking,75,15
2583,brettking,76,10
2584,brettking,77,31
2585,brettking,78,38
2586,brettking,79,16
2587,brettking,80,1
2588,brettking,81,86
2589,brettking,82,30
2590,brettking,83,83
2591,brettking,84,22
2592,brettking,85,66
2593,brettking,86,193
2594,brettking,87,39
2595,brettking,88,2
2596,brettking,89,157
2597,brettking,90,40
2598,brettking,92,6
2599,brettking,93,143
2600,brettking,94,22
2601,brettking,95,5
2602,brettking,96,109
2603,brettking,97,18
2604,brettking,98,108
2605,brettking,99,6
2606,briansolis,0,9
2607,briansolis,1,62
2608,briansolis,2,1
2609,briansolis,3,92
2610,briansolis,4,26
2611,briansolis,5,29
2612,briansolis,7,291
2613,briansolis,8,216
2614,briansolis,9,15
2615,briansolis,10,34
2616,briansolis,11,11
2617,briansolis,12,86
2618,briansolis,13,61
2619,briansolis,15,1
2620,briansolis,16,366
2621,briansolis,17,25
2622,briansolis,18,64
2623,briansolis,19,14
2624,briansolis,20,23
2625,briansolis,21,5
2626,briansolis,22,64
2627,briansolis,23,4
2628,briansolis,24,18
2629,briansolis,25,148
2630,briansolis,26,112
2631,briansolis,27,14
2632,briansolis,28,47
2633,briansolis,29,24
2634,briansolis,30,8
2635,briansolis,31,84
2636,briansolis,32,59
2637,briansolis,33,45
2638,briansolis,34,62
2639,briansolis,36,52
2640,briansolis,37,12
2641,briansolis,38,11
2642,briansolis,39,17
2643,briansolis,40,4
2644,briansolis,41,10
2645,briansolis,42,19
2646,briansolis,43,13
2647,briansolis,44,42
2648,briansolis,45,119
2649,briansolis,46,1
2650,briansolis,47,2
2651,briansolis,48,4
2652,briansolis,49,99
2653,briansolis,50,10
2654,briansolis,51,8
2655,briansolis,52,36
2656,briansolis,53,3
2657,briansolis,54,22
2658,briansolis,55,56
2659,briansolis,56,7
2660,briansolis,57,126
2661,briansolis,58,9
2662,briansolis,59,244
2663,briansolis,60,25
2664,briansolis,61,27
2665,briansolis,62,8
2666,briansolis,63,110
2667,briansolis,64,19
2668,briansolis,65,18
2669,briansolis,66,106
2670,briansolis,67,39
2671,briansolis,68,21
2672,briansolis,69,29
2673,briansolis,70,2
2674,briansolis,71,8
2675,briansolis,72,45
2676,briansolis,73,8
2677,briansolis,74,290
2678,briansolis,75,14
2679,briansolis,76,32
2680,briansolis,77,97
2681,briansolis,78,6
2682,briansolis,79,17
2683,briansolis,80,103
2684,briansolis,81,89
2685,briansolis,82,36
2686,briansolis,83,38
2687,briansolis,84,56
2688,briansolis,85,119
2689,briansolis,86,25
2690,briansolis,87,16
2691,briansolis,88,5
2692,briansolis,89,99
2693,briansolis,90,108
2694,briansolis,91,62
2695,briansolis,92,49
2696,briansolis,93,7
2697,briansolis,94,118
2698,briansolis,95,49
2699,briansolis,96,43
2700,briansolis,97,54
2701,briansolis,98,77
2702,briansolis,99,12
2703,brianvellmure,1,2
2704,brianvellmure,4,1
2705,brianvellmure,5,5
2706,brianvellmure,7,3
2707,brianvellmure,8,2
2708,brianvellmure,12,1
2709,brianvellmure,13,5
2710,brianvellmure,14,1
2711,brianvellmure,16,6
2712,brianvellmure,18,1
2713,brianvellmure,19,1
2714,brianvellmure,22,2
2715,brianvellmure,24,1
2716,brianvellmure,25,4
2717,brianvellmure,26,5
2718,brianvellmure,28,1
2719,brianvellmure,37,1
2720,brianvellmure,38,2
2721,brianvellmure,41,1
2722,brianvellmure,42,1
2723,brianvellmure,45,3
2724,brianvellmure,49,2
2725,brianvellmure,52,2
2726,brianvellmure,57,7
2727,brianvellmure,59,3
2728,brianvellmure,62,2
2729,brianvellmure,63,4
2730,brianvellmure,64,1
2731,brianvellmure,65,1
2732,brianvellmure,67,2
2733,brianvellmure,69,2
2734,brianvellmure,72,1
2735,brianvellmure,74,3
2736,brianvellmure,76,1
2737,brianvellmure,77,2
2738,brianvellmure,79,1
2739,brianvellmure,80,2
2740,brianvellmure,81,1
2741,brianvellmure,82,1
2742,brianvellmure,83,1
2743,brianvellmure,85,2
2744,brianvellmure,89,3
2745,brianvellmure,90,5
2746,brianvellmure,96,1
2747,brianvellmure,97,1
2748,bronwynwilliams,0,70
2749,bronwynwilliams,1,941
2750,bronwynwilliams,2,8
2751,bronwynwilliams,3,117
2752,bronwynwilliams,4,145
2753,bronwynwilliams,5,473
2754,bronwynwilliams,7,189
2755,bronwynwilliams,8,81
2756,bronwynwilliams,9,7
2757,bronwynwilliams,10,49
2758,bronwynwilliams,11,4
2759,bronwynwilliams,12,491
2760,bronwynwilliams,13,2970
2761,bronwynwilliams,14,2
2762,bronwynwilliams,15,1
2763,bronwynwilliams,16,698
2764,bronwynwilliams,17,118
2765,bronwynwilliams,18,95
2766,bronwynwilliams,19,22
2767,bronwynwilliams,20,2
2768,bronwynwilliams,22,76
2769,bronwynwilliams,23,25
2770,bronwynwilliams,24,6
2771,bronwynwilliams,25,273
2772,bronwynwilliams,26,86
2773,bronwynwilliams,27,17
2774,bronwynwilliams,28,1163
2775,bronwynwilliams,29,15
2776,bronwynwilliams,30,7
2777,bronwynwilliams,31,21
2778,bronwynwilliams,32,26
2779,bronwynwilliams,33,5
2780,bronwynwilliams,34,39
2781,bronwynwilliams,36,151
2782,bronwynwilliams,37,11
2783,bronwynwilliams,38,102
2784,bronwynwilliams,39,12
2785,bronwynwilliams,40,7
2786,bronwynwilliams,41,186
2787,bronwynwilliams,42,24
2788,bronwynwilliams,43,2
2789,bronwynwilliams,44,129
2790,bronwynwilliams,45,1001
2791,bronwynwilliams,47,1
2792,bronwynwilliams,48,16
2793,bronwynwilliams,49,329
2794,bronwynwilliams,50,7
2795,bronwynwilliams,51,1
2796,bronwynwilliams,52,39
2797,bronwynwilliams,54,2
2798,bronwynwilliams,55,152
2799,bronwynwilliams,56,20
2800,bronwynwilliams,57,445
2801,bronwynwilliams,58,61
2802,bronwynwilliams,59,2933
2803,bronwynwilliams,60,111
2804,bronwynwilliams,61,42
2805,bronwynwilliams,62,2
2806,bronwynwilliams,63,294
2807,bronwynwilliams,64,21
2808,bronwynwilliams,65,18
2809,bronwynwilliams,66,179
2810,bronwynwilliams,67,377
2811,bronwynwilliams,68,39
2812,bronwynwilliams,69,1431
2813,bronwynwilliams,70,12
2814,bronwynwilliams,71,16
2815,bronwynwilliams,72,904
2816,bronwynwilliams,73,7
2817,bronwynwilliams,74,59
2818,bronwynwilliams,75,25
2819,bronwynwilliams,76,8
2820,bronwynwilliams,77,98
2821,bronwynwilliams,78,6
2822,bronwynwilliams,79,47
2823,bronwynwilliams,80,13
2824,bronwynwilliams,81,32
2825,bronwynwilliams,82,36
2826,bronwynwilliams,83,578
2827,bronwynwilliams,84,168
2828,bronwynwilliams,85,354
2829,bronwynwilliams,86,1240
2830,bronwynwilliams,87,83
2831,bronwynwilliams,88,4
2832,bronwynwilliams,89,1154
2833,bronwynwilliams,90,687
2834,bronwynwilliams,91,50
2835,bronwynwilliams,92,6
2836,bronwynwilliams,93,161
2837,bronwynwilliams,94,6
2838,bronwynwilliams,95,41
2839,bronwynwilliams,96,154
2840,bronwynwilliams,97,67
2841,bronwynwilliams,98,49
2842,bronwynwilliams,99,7
2843,bryanjpalma,1,5
2844,bryanjpalma,2,29
2845,bryanjpalma,4,5
2846,bryanjpalma,5,1
2847,bryanjpalma,7,3
2848,bryanjpalma,8,8
2849,bryanjpalma,9,3
2850,bryanjpalma,10,1
2851,bryanjpalma,12,1
2852,bryanjpalma,13,1
2853,bryanjpalma,16,1
2854,bryanjpalma,17,2
2855,bryanjpalma,18,6
2856,bryanjpalma,19,6
2857,bryanjpalma,21,3
2858,bryanjpalma,22,3
2859,bryanjpalma,25,5
2860,bryanjpalma,26,6
2861,bryanjpalma,27,1
2862,bryanjpalma,28,1
2863,bryanjpalma,30,1
2864,bryanjpalma,31,5
2865,bryanjpalma,33,2
2866,bryanjpalma,34,3
2867,bryanjpalma,37,2
2868,bryanjpalma,38,5
2869,bryanjpalma,41,6
2870,bryanjpalma,43,2
2871,bryanjpalma,44,1
2872,bryanjpalma,48,2
2873,bryanjpalma,49,3
2874,bryanjpalma,54,1
2875,bryanjpalma,56,10
2876,bryanjpalma,62,1
2877,bryanjpalma,63,2
2878,bryanjpalma,66,20
2879,bryanjpalma,67,4
2880,bryanjpalma,69,1
2881,bryanjpalma,71,1
2882,bryanjpalma,72,1
2883,bryanjpalma,73,3
2884,bryanjpalma,75,8
2885,bryanjpalma,76,2
2886,bryanjpalma,77,9
2887,bryanjpalma,80,1
2888,bryanjpalma,81,1
2889,bryanjpalma,82,2
2890,bryanjpalma,83,1
2891,bryanjpalma,84,2
2892,bryanjpalma,85,4
2893,bryanjpalma,92,7
2894,bryanjpalma,94,4
2895,bryanjpalma,95,4
2896,bryanjpalma,96,2
2897,bryanjpalma,97,2
2898,bryanjpalma,98,1
2899,bryanjpalma,99,1
2900,busynessgirl,0,1
2901,busynessgirl,1,4
2902,busynessgirl,3,9
2903,busynessgirl,4,4
2904,busynessgirl,5,1
2905,busynessgirl,7,18
2906,busynessgirl,8,1
2907,busynessgirl,9,2
2908,busynessgirl,10,1
2909,busynessgirl,12,6
2910,busynessgirl,13,10
2911,busynessgirl,16,12
2912,busynessgirl,17,3
2913,busynessgirl,21,1
2914,busynessgirl,22,5
2915,busynessgirl,25,5
2916,busynessgirl,26,2
2917,busynessgirl,27,2
2918,busynessgirl,28,21
2919,busynessgirl,29,2
2920,busynessgirl,31,1
2921,busynessgirl,32,3
2922,busynessgirl,36,11
2923,busynessgirl,37,2
2924,busynessgirl,38,5
2925,busynessgirl,41,4
2926,busynessgirl,44,2
2927,busynessgirl,45,12
2928,busynessgirl,47,1
2929,busynessgirl,48,1
2930,busynessgirl,49,47
2931,busynessgirl,53,1
2932,busynessgirl,54,1
2933,busynessgirl,55,20
2934,busynessgirl,57,3
2935,busynessgirl,59,3
2936,busynessgirl,60,7
2937,busynessgirl,61,1
2938,busynessgirl,63,2
2939,busynessgirl,66,4
2940,busynessgirl,67,8
2941,busynessgirl,69,6
2942,busynessgirl,72,6
2943,busynessgirl,74,1
2944,busynessgirl,75,6
2945,busynessgirl,76,1
2946,busynessgirl,77,4
2947,busynessgirl,79,1
2948,busynessgirl,80,1
2949,busynessgirl,81,1
2950,busynessgirl,82,4
2951,busynessgirl,83,9
2952,busynessgirl,84,21
2953,busynessgirl,85,26
2954,busynessgirl,86,7
2955,busynessgirl,89,3
2956,busynessgirl,90,13
2957,busynessgirl,93,1
2958,busynessgirl,97,10
2959,busynessgirl,98,1
2960,byronreese,0,9
2961,byronreese,1,1
2962,byronreese,3,1
2963,byronreese,5,1
2964,byronreese,8,2
2965,byronreese,10,1
2966,byronreese,12,5
2967,byronreese,13,2
2968,byronreese,16,10
2969,byronreese,25,2
2970,byronreese,26,3
2971,byronreese,27,3
2972,byronreese,36,7
2973,byronreese,40,3
2974,byronreese,44,1
2975,byronreese,45,2
2976,byronreese,48,1
2977,byronreese,49,2
2978,byronreese,52,1
2979,byronreese,53,1
2980,byronreese,57,4
2981,byronreese,59,2
2982,byronreese,68,1
2983,byronreese,73,1
2984,byronreese,77,12
2985,byronreese,78,4
2986,byronreese,79,10
2987,byronreese,81,2
2988,byronreese,82,2
2989,byronreese,84,12
2990,byronreese,85,4
2991,byronreese,87,2
2992,byronreese,88,1
2993,byronreese,89,2
2994,byronreese,90,1
2995,byronreese,93,1
2996,byronreese,96,1
2997,cameronweeks,1,4
2998,cameronweeks,4,4
2999,cameronweeks,8,2
3000,cameronweeks,9,2
3001,cameronweeks,13,6
3002,cameronweeks,17,3
3003,cameronweeks,22,1
3004,cameronweeks,24,7
3005,cameronweeks,25,1
3006,cameronweeks,28,2
3007,cameronweeks,32,5
3008,cameronweeks,34,3
3009,cameronweeks,37,2
3010,cameronweeks,38,3
3011,cameronweeks,45,5
3012,cameronweeks,47,3
3013,cameronweeks,49,5
3014,cameronweeks,59,1
3015,cameronweeks,63,1
3016,cameronweeks,65,1
3017,cameronweeks,66,4
3018,cameronweeks,67,13
3019,cameronweeks,69,5
3020,cameronweeks,72,7
3021,cameronweeks,73,1
3022,cameronweeks,74,2
3023,cameronweeks,75,1
3024,cameronweeks,76,1
3025,cameronweeks,79,1
3026,cameronweeks,80,2
3027,cameronweeks,82,2
3028,cameronweeks,83,3
3029,cameronweeks,85,2
3030,cameronweeks,86,1
3031,cameronweeks,89,5
3032,cameronweeks,90,2
3033,cameronweeks,92,1
3034,cameronweeks,93,1
3035,cameronweeks,96,2
3036,cameronweeks,98,3
3037,cameronweeks,99,1
3038,cascio,0,12
3039,cascio,1,15
3040,cascio,3,53
3041,cascio,4,53
3042,cascio,5,9
3043,cascio,6,1
3044,cascio,7,4
3045,cascio,8,7
3046,cascio,9,2
3047,cascio,10,2
3048,cascio,12,58
3049,cascio,13,43
3050,cascio,16,33
3051,cascio,17,5
3052,cascio,18,9
3053,cascio,19,4
3054,cascio,22,19
3055,cascio,23,1
3056,cascio,25,81
3057,cascio,26,5
3058,cascio,27,5
3059,cascio,28,56
3060,cascio,29,5
3061,cascio,30,3
3062,cascio,31,2
3063,cascio,32,23
3064,cascio,34,2
3065,cascio,36,29
3066,cascio,37,4
3067,cascio,38,18
3068,cascio,40,4
3069,cascio,41,17
3070,cascio,43,1
3071,cascio,44,2
3072,cascio,45,40
3073,cascio,49,43
3074,cascio,52,2
3075,cascio,53,1
3076,cascio,55,28
3077,cascio,56,2
3078,cascio,57,21
3079,cascio,58,4
3080,cascio,59,31
3081,cascio,60,19
3082,cascio,61,14
3083,cascio,62,1
3084,cascio,63,8
3085,cascio,64,2
3086,cascio,65,2
3087,cascio,66,14
3088,cascio,67,21
3089,cascio,68,4
3090,cascio,69,64
3091,cascio,71,5
3092,cascio,72,32
3093,cascio,73,1
3094,cascio,74,2
3095,cascio,75,19
3096,cascio,76,5
3097,cascio,77,31
3098,cascio,79,13
3099,cascio,81,3
3100,cascio,82,7
3101,cascio,83,86
3102,cascio,84,45
3103,cascio,85,22
3104,cascio,86,63
3105,cascio,87,23
3106,cascio,88,1
3107,cascio,89,7
3108,cascio,90,58
3109,cascio,93,39
3110,cascio,94,4
3111,cascio,95,2
3112,cascio,96,4
3113,cascio,97,22
3114,cascio,98,4
3115,cbcurran,4,1
3116,cbcurran,16,2
3117,cbcurran,32,1
3118,cbcurran,49,2
3119,cbcurran,54,1
3120,cbcurran,59,1
3121,cbcurran,74,1
3122,cbcurran,75,1
3123,cbcurran,80,1
3124,cbcurran,93,1
3125,cecilysommers,16,2
3126,cecilysommers,84,2
3127,cecilysommers,85,1
3128,cecilysommers,89,1
3129,cecilysommers,90,1
3130,cecilysommers,95,1
3131,cecilysommers,96,2
3132,cekent,0,8
3133,cekent,1,59
3134,cekent,2,1
3135,cekent,3,142
3136,cekent,4,215
3137,cekent,5,143
3138,cekent,7,48
3139,cekent,8,44
3140,cekent,9,15
3141,cekent,10,24
3142,cekent,11,1
3143,cekent,12,119
3144,cekent,13,175
3145,cekent,16,190
3146,cekent,17,10
3147,cekent,18,70
3148,cekent,19,5
3149,cekent,20,1
3150,cekent,21,1
3151,cekent,22,120
3152,cekent,24,3
3153,cekent,25,509
3154,cekent,26,47
3155,cekent,27,15
3156,cekent,28,277
3157,cekent,29,14
3158,cekent,30,12
3159,cekent,31,12
3160,cekent,32,84
3161,cekent,33,1
3162,cekent,34,37
3163,cekent,36,46
3164,cekent,37,16
3165,cekent,38,101
3166,cekent,39,1
3167,cekent,40,4
3168,cekent,41,107
3169,cekent,43,2
3170,cekent,44,34
3171,cekent,45,124
3172,cekent,46,3
3173,cekent,47,2
3174,cekent,48,1
3175,cekent,49,177
3176,cekent,50,2
3177,cekent,52,27
3178,cekent,54,3
3179,cekent,55,122
3180,cekent,56,14
3181,cekent,57,72
3182,cekent,58,13
3183,cekent,59,188
3184,cekent,60,68
3185,cekent,61,27
3186,cekent,62,3
3187,cekent,63,22
3188,cekent,64,5
3189,cekent,65,35
3190,cekent,66,53
3191,cekent,67,88
3192,cekent,68,14
3193,cekent,69,241
3194,cekent,70,1
3195,cekent,71,24
3196,cekent,72,127
3197,cekent,73,1
3198,cekent,74,52
3199,cekent,75,37
3200,cekent,76,13
3201,cekent,77,42
3202,cekent,78,6
3203,cekent,79,41
3204,cekent,80,11
3205,cekent,81,25
3206,cekent,82,79
3207,cekent,83,478
3208,cekent,84,75
3209,cekent,85,109
3210,cekent,86,208
3211,cekent,87,113
3212,cekent,89,33
3213,cekent,90,717
3214,cekent,91,15
3215,cekent,92,2
3216,cekent,93,64
3217,cekent,94,5
3218,cekent,95,28
3219,cekent,96,2
3220,cekent,97,92
3221,cekent,98,69
3222,cekent,99,6
3223,ceo_aisoma,0,4
3224,ceo_aisoma,1,4
3225,ceo_aisoma,2,4
3226,ceo_aisoma,3,7
3227,ceo_aisoma,4,1
3228,ceo_aisoma,6,36
3229,ceo_aisoma,7,28
3230,ceo_aisoma,8,14
3231,ceo_aisoma,11,3
3232,ceo_aisoma,12,48
3233,ceo_aisoma,13,18
3234,ceo_aisoma,15,3
3235,ceo_aisoma,16,118
3236,ceo_aisoma,18,7
3237,ceo_aisoma,19,7
3238,ceo_aisoma,20,23
3239,ceo_aisoma,21,3
3240,ceo_aisoma,22,5
3241,ceo_aisoma,23,4
3242,ceo_aisoma,25,8
3243,ceo_aisoma,26,5
